frames,car_ID,speed,direction,rate_of_speed,rate_of_direction,class
24,1,78.74410396,24.57993176,0,0,No
25,0,165.5967774,-163.8032198,0,0.42732049,No
25,1,78.74410396,-10.30115582,0,-1.581395349,No
26,0,165.5967774,-163.8032198,0,0.364832536,No
26,1,78.74410396,-10.30115582,0,-1.7,No
27,0,165.5967774,-163.8032198,0,0.332425068,No
27,1,78.74410396,-10.30115582,0,-1.789473684,No
28,0,165.5967774,-212.7402285,0,0.6121673,No
28,1,78.74410396,36.5525049,0,1.634146341,No
29,0,218.3980849,-212.7402285,0.263245033,0.547445255,No
29,1,154.1548425,36.5525049,0.733118971,1.523364486,No
30,0,218.3980849,-212.7402285,0.233186675,0.507109005,No
30,1,154.1548425,36.5525049,0.62295082,1.454545455,No
31,0,218.3980849,-172.9778119,0.2147923,0.18956303,No
31,1,154.1548425,53.84817503,0.55985267,2.177111717,No
32,0,218.3980849,-172.9778119,0.202375902,0.167624021,No
32,1,154.1548425,53.84817503,0.518968134,1.931914894,No
33,0,218.3980849,-172.9778119,0.193430657,0.152042867,No
33,1,154.1548425,53.84817503,0.490322581,1.77486911,No
34,0,192.607731,-216.414296,0.042533937,0.414670659,No
34,1,178.4108883,53.59749734,0.634693878,1.544581619,No
35,0,192.607731,-216.414296,0.036503856,0.391528426,No
35,1,178.4108883,53.59749734,0.57721519,1.395480226,No
36,0,192.607731,-216.414296,0.032026876,0.374045802,No
36,1,178.4108883,53.59749734,0.536690647,1.291066282,No
37,0,192.607731,-224.9743331,0.028571429,0.399485483,No
37,1,178.4108883,58.76736731,0.506583072,1.356972112,No
38,0,192.607731,-224.9743331,0.025823687,0.38002594,No
38,1,178.4108883,58.76736731,0.483333333,1.250510551,No
39,0,168.5013365,-224.9743331,-0.101604278,0.364664926,No
39,1,236.2667361,58.76736731,0.889778615,1.171122995,No
40,0,168.5013365,-178.2244689,-0.100971694,0.073397657,No
40,1,236.2667361,51.8243338,0.833197056,0.832648871,No
41,0,168.5013365,-178.2244689,-0.10045895,0.064543689,No
41,1,236.2667361,51.8243338,0.789815818,0.774514234,No
42,0,168.5013365,-178.2244689,-0.100034937,0.057276199,No
42,1,236.2667361,51.8243338,0.75549806,0.728813559,No
43,0,168.5013365,-185.9682607,-0.099678457,0.091445428,No
43,1,236.2667361,63.51320763,0.727672035,1.06557377,No
44,0,150.3648035,-185.9682607,-0.192996185,0.085298604,No
44,1,338.3985295,63.51320763,1.37906322,1.010210593,No
44,2,12.70155052,36.14498294,0,0,No
45,0,150.3648035,-185.9682607,-0.190356243,0.080116769,No
45,1,338.3985295,63.51320763,1.305069334,0.965337955,No
45,2,12.70155052,48.19331059,0,0.25,No
46,0,150.3648035,-104.1119362,-0.188108918,-0.393238257,No
46,1,338.3985295,58.21010918,1.245961971,0.763513514,No
46,2,12.70155052,48.19331059,0,0.217391304,No
47,0,150.3648035,-104.1119362,-0.186172686,-0.393614068,No
47,1,338.3985295,58.21010918,1.197659298,0.726027397,No
47,2,12.70155052,48.19331059,0,0.2,No
48,0,150.3648035,-104.1119362,-0.184487133,-0.393939394,No
48,1,338.3985295,58.21010918,1.157446809,0.694805195,No
48,2,12.70155052,73.35440274,0,0.694390716,No
49,0,105.8870178,-153.1160982,-0.42506591,-0.108140704,No
49,1,427.2630324,64.67501515,1.627991794,0.830374753,No
49,2,21.44517496,73.35440274,0.580645161,0.62462908,No
50,0,105.8870178,-153.1160982,-0.421505921,-0.107922058,No
50,2,21.44517496,73.35440274,0.5,0.581227437,No
51,0,105.8870178,-153.1160982,-0.41836917,-0.107729827,No
51,2,21.44517496,20.68149009,0.452830189,-0.563492063,No
52,0,105.8870178,-96.03869939,-0.415584416,-0.438633796,No
52,2,21.44517496,20.68149009,0.421875,-0.561181435,No
53,0,105.8870178,-96.03869939,-0.413095555,-0.437294298,No
53,2,21.44517496,20.68149009,0.4,-0.559471366,No
54,0,124.0235865,-96.03869939,-0.302355955,-0.436098256,No
54,2,35.59529356,69.60386415,1.150170648,0.501865672,No
55,0,124.0235865,-131.6977678,-0.298302344,-0.2282011,No
55,2,35.59529356,69.60386415,1.03601108,0.488673139,No
56,0,124.0235865,-131.6977678,-0.294659383,-0.226130921,No
56,2,35.59529356,69.60386415,0.958041958,0.478571429,No
57,0,124.0235865,-131.6977678,-0.291367679,-0.224263589,No
57,2,35.59529356,59.34627099,0.901408451,0.251143451,No
58,0,124.0235865,-140.751271,-0.288378766,-0.168590113,No
58,2,35.59529356,59.34627099,0.85840708,0.24095941,No
59,0,96.35381971,-140.751271,-0.445281693,-0.166437666,No
59,2,39.51876766,59.34627099,0.973214286,0.232835821,No
60,0,96.35381971,-140.751271,-0.441839663,-0.164480588,No
60,2,39.51876766,73.63710739,0.902439024,0.506041851,No
61,0,96.35381971,-177.6408294,-0.438696567,0.058378649,No
61,2,39.51876766,73.63710739,0.848758465,0.490586051,No
62,0,96.35381971,-177.6408294,-0.435815082,0.060238806,No
62,2,39.51876766,73.63710739,0.806646526,0.477946493,No
63,0,96.35381971,-177.6408294,-0.433163851,0.061939318,No
63,2,39.51876766,67.9578219,0.772727273,0.341750109,No
64,0,83.60768536,-157.47199,-0.506480841,-0.056507567,No
64,2,47.60479619,67.9578219,1.061403509,0.329628895,No
65,0,83.60768536,-157.47199,-0.503309457,-0.055091325,No
65,2,47.60479619,67.9578219,1.002840909,0.319474836,No
66,0,83.60768536,-157.47199,-0.500378039,-0.053789363,No
66,2,47.60479619,75.26382536,0.955825864,0.46152565,No
67,0,83.60768536,-208.4432236,-0.497660344,0.254318295,No
67,2,47.60479619,75.26382536,0.917249417,0.448497854,No
68,0,83.60768536,-208.4432236,-0.49513382,0.254998538,No
68,2,47.60479619,75.26382536,0.885026738,0.437393526,No
69,0,69.51024911,-208.4432236,-0.577294056,0.255626082,No
69,2,60.89478092,91.08175169,1.332053743,0.723709993,No
70,0,69.51024911,-170.7110971,-0.574502895,0.026642984,No
70,2,60.89478092,91.08175169,1.27154047,0.706387612,No
71,0,69.51024911,-170.7110971,-0.57189781,0.027021855,No
71,2,60.89478092,91.08175169,1.22133758,0.691449814,No
72,0,69.51024911,-170.7110971,-0.569460796,0.027372911,No
72,2,60.89478092,78.07061801,1.179016875,0.435082584,No
73,0,69.51024911,-187.011568,-0.567176095,0.130159897,No
73,2,60.89478092,78.07061801,1.142857143,0.42233057,No
74,0,64.97164073,-187.011568,-0.595706145,0.13020598,No
74,2,76.52611178,78.07061801,1.635294118,0.411184211,No
75,0,64.97164073,-187.011568,-0.593046159,0.130248834,No
75,2,76.52611178,73.44127088,1.569318182,0.309584828,No
76,0,64.97164073,-169.6709452,-0.590544639,0.021449671,No
76,2,76.52611178,73.44127088,1.513385827,0.299807507,No
77,0,64.97164073,-169.6709452,-0.588187833,0.021444869,No
77,2,76.52611178,73.44127088,1.465365854,0.291156463,No
78,0,64.97164073,-169.6709452,-0.585963537,0.021440387,No
78,2,76.52611178,81.48954809,1.423690205,0.421658495,No
79,0,43.86866368,-159.588268,-0.719816335,-0.038940283,No
79,2,80.56931718,81.48954809,1.487394958,0.411906677,No
80,0,43.86866368,-159.588268,-0.71792306,-0.038884595,No
80,2,80.56931718,81.48954809,1.432748538,0.403198172,No
81,0,43.86866368,-159.588268,-0.716130661,-0.038832436,No
81,2,80.56931718,69.26072594,1.385454545,0.187871154,No
82,0,43.86866368,-210.4353039,-0.714431287,0.269005848,No
82,2,80.56931718,69.26072594,1.344122658,0.181197748,No
83,0,43.86866368,-210.4353039,-0.712817878,0.268574202,No
83,2,80.56931718,69.26072594,1.307692308,0.175182482,No
84,0,53.08336557,-210.4353039,-0.643571131,0.268168985,No
84,2,125.7595199,82.32887906,2.5077951,0.38847555,No
85,0,53.08336557,-171.3751238,-0.641233423,0.032294833,No
85,2,125.7595199,82.32887906,2.423236515,0.38114534,No
86,0,53.08336557,-171.3751238,-0.639009288,0.03195932,No
86,2,125.7595199,82.32887906,2.349514563,0.374493644,No
87,0,53.08336557,-171.3751238,-0.636890646,0.031643457,No
87,2,125.7595199,70.32956244,2.284671533,0.16765006,No
88,0,53.08336557,-213.4834074,-0.634870164,0.284191049,No
88,2,125.7595199,70.32956244,2.227194492,0.162465579,No
89,0,44.34796813,-213.4834074,-0.694819503,0.283401446,No
89,2,132.3408089,70.32956244,2.320488118,0.157728323,No
90,0,44.34796813,-213.4834074,-0.692859104,0.282656601,No
90,2,132.3408089,84.06042979,2.244056575,0.382809777,No
91,0,44.34796813,-175.2523655,-0.690985912,0.053181796,No
91,2,132.3408089,84.06042979,2.176670442,0.376895976,No
92,0,44.34796813,-175.2523655,-0.689194233,0.052573759,No
92,2,132.3408089,84.06042979,2.116813686,0.371465158,No
93,0,44.34796813,-175.2523655,-0.687478861,0.051998798,No
93,2,132.3408089,72.96173796,2.063291139,0.170831487,No
94,0,41.14625312,-214.9687298,-0.706871442,0.285381264,No
94,2,172.4914911,72.96173796,2.889003083,0.166497562,No
95,0,41.14625312,-214.9687298,-0.705035971,0.284375849,No
95,2,172.4914911,72.96173796,2.798631767,0.162496459,No
96,0,41.14625312,-214.9687298,-0.703275775,0.283423447,No
96,2,172.4914911,81.47984686,2.718396855,0.302896535,No
97,0,41.14625312,-231.6334139,-0.701586314,0.383870968,No
97,2,172.4914911,81.47984686,2.646683504,0.298356364,No
98,0,41.14625312,-231.6334139,-0.69996341,0.382443607,No
98,2,172.4914911,81.47984686,2.582202588,0.294147326,No
99,0,36.19487357,-231.6334139,-0.734866872,0.38108946,No
99,2,259.1535541,79.89766968,4.240371532,0.257825993,No
100,0,36.19487357,-122.211138,-0.733245791,-0.271089769,No
100,2,259.1535541,79.89766968,4.104726908,0.253772505,No
101,0,36.19487357,-122.211138,-0.731686277,-0.271561256,No
101,2,259.1535541,79.89766968,3.984173721,0.25,No
102,0,36.19487357,-122.211138,-0.730184888,-0.272009724,No
102,2,259.1535541,84.78618888,3.876326144,0.324709302,No
103,0,36.19487357,-150.8220856,-0.728738434,-0.105373916,No
103,2,259.1535541,84.78618888,3.779276082,0.320606401,No
104,0,36.57322282,-150.8220856,-0.727059131,-0.105796542,No
104,2,353.364327,84.78618888,5.309722345,0.316775244,No
105,0,36.57322282,-150.8220856,-0.725440349,-0.106199366,No
105,2,353.364327,72.02403916,5.129648954,0.125393494,No
106,0,36.57322282,-155.6803203,-0.723878874,-0.076746341,No
106,2,353.364327,72.02403916,4.969607379,0.122335025,No
107,0,36.57322282,-155.6803203,-0.722371718,-0.077070967,No
107,2,353.364327,72.02403916,4.826431159,0.119469027,No
108,0,36.57322282,-155.6803203,-0.720916092,-0.077380952,No
108,2,353.364327,82.33771634,4.697587797,0.271443867,No
109,0,30.78759015,-161.0697093,-0.766028865,-0.041944327,No
109,2,450.2301969,82.33771634,6.023060797,0.268154922,No
110,0,30.78759015,-161.0697093,-0.764674775,-0.042209632,No
111,0,30.78759015,-161.0697093,-0.763365469,-0.042463388,No
112,0,30.78759015,-160.6929051,-0.762098761,-0.048619798,No
113,0,30.78759015,-160.6929051,-0.760872605,-0.048819797,No
114,0,41.05559988,-160.6929051,-0.671317062,-0.049011384,No
115,0,41.05559988,-163.6493413,-0.669501088,-0.031347497,No
116,0,41.05559988,-163.6493413,-0.667741849,-0.031507699,No
117,0,41.05559988,-163.6493413,-0.666036729,-0.031661379,No
118,0,41.05559988,-164.5559006,-0.664383267,-0.025853519,No
119,0,37.2194464,-164.5559006,-0.695460331,-0.025981038,No
120,0,37.2194464,-164.5559006,-0.693844289,-0.026103525,No
121,0,37.2194464,-164.0282361,-0.692276021,-0.0262064,No
122,0,37.2194464,-164.0282361,-0.690753439,-0.02630526,No
123,0,37.2194464,-164.0282361,-0.689274574,-0.026400335,No
124,0,36.69501732,-162.2644674,-0.696076808,-0.038343618,No
125,0,36.69501732,-162.2644674,-0.694526466,-0.038411079,No
126,0,36.69501732,-162.2644674,-0.693019621,-0.038476033,No
127,0,36.69501732,-109.409408,-0.691554468,-0.352972178,No
128,0,36.69501732,-109.409408,-0.690129299,-0.352898459,No
129,0,36.21750662,-109.409408,-0.688560256,-0.35282738,No
130,0,36.21750662,-36.46980266,-0.687033694,-0.786149643,No
131,0,36.21750662,-36.46980266,-0.685547909,-0.786048032,No
132,0,36.21750662,-36.46980266,-0.68410129,-0.785949896,No
133,0,36.21750662,-108.7078756,-0.682692308,-0.357458164,No
134,0,39.59323698,-108.7078756,-0.654587213,-0.357079805,No
135,0,39.59323698,-108.7078756,-0.652967448,-0.356713958,No
136,0,39.59323698,-150.3525838,-0.651389056,-0.106013659,No
137,0,39.59323698,-150.3525838,-0.649850474,-0.105497633,No
138,0,39.59323698,-150.3525838,-0.648350212,-0.104998241,No
139,0,36.1629632,-105.4387801,-0.673892846,-0.373061986,No
140,0,36.1629632,-105.4387801,-0.672422802,-0.372639064,No
141,0,36.1629632,-105.4387801,-0.670988696,-0.372229351,No
142,0,36.1629632,-148.5639812,-0.669589225,-0.114542019,No
143,0,36.1629632,-148.5639812,-0.668223151,-0.113960302,No
144,0,44.10871515,-148.5639812,-0.592706348,-0.113396324,No
144,3,12.45280797,36.14498294,0,0,No
145,0,44.10871515,-49.52132706,-0.590960344,-0.706202133,No
145,3,12.45280797,50.90334471,0,0.288659794,No
146,0,44.10871515,-49.52132706,-0.589255444,-0.705949724,No
146,3,12.45280797,50.90334471,0,0.25,No
147,0,44.10871515,-49.52132706,-0.587590215,-0.705704727,No
147,3,12.45280797,50.90334471,0,0.229508197,No
148,0,44.10871515,35.04416567,-0.585963287,-1.210473412,No
148,3,12.45280797,74.59277612,0,0.688212928,Accdient
149,0,40.86733372,35.04416567,-0.622015156,-1.210728465,Accdient
149,3,21.33949152,74.59277612,0.580645161,0.618075802,Accdient
150,0,40.86733372,35.04416567,-0.620463727,-1.210976379,Accdient
150,3,21.33949152,74.59277612,0.5,0.574468085,Accdient
151,0,40.86733372,-43.63986362,-0.618947463,-0.740437582,Accdient
151,3,21.33949152,24.86425871,0.452830189,-0.487378641,Accdient
152,0,40.86733372,-43.63986362,-0.617465181,-0.740084657,Accdient
152,3,21.33949152,24.86425871,0.421875,-0.485996705,Accdient
153,0,40.86733372,-43.63986362,-0.616015753,-0.73974127,Accdient
153,3,21.33949152,24.86425871,0.4,-0.484978541,Accdient
154,0,35.10980505,-127.4928679,-0.662647865,-0.230282916,Accdient
154,3,32.5546096,93.39595519,0.986206897,0.943283582,Accdient
155,0,35.10980505,-127.4928679,-0.661312065,-0.229265003,Accdient
155,3,32.5546096,93.39595519,0.892957746,0.905737705,Accdient
156,0,35.10980505,-127.4928679,-0.660005397,-0.228274016,Accdient
156,3,32.5546096,93.39595519,0.828571429,0.877523553,Accdient
157,3,32.5546096,78.84201918,0.781443299,0.539473684,Accdient
158,3,32.5546096,78.84201918,0.745454545,0.512759442,Accdient
184,4,7.704453587,-21.14498294,0,0,No
184,5,17.11837218,-41.8458926,0,0,No
185,4,7.704453587,67.95167235,0,-20.70588235,No
185,5,17.11837218,35.73011696,0,-2.356589147,Accdient
186,4,7.704453587,67.95167235,0,15.17241379,No
186,5,17.11837218,35.73011696,0,-2.814814815,Accdient
187,4,7.704453587,67.95167235,0,7.04,No
187,5,17.11837218,35.73011696,0,-3.234042553,Accdient
188,4,7.704453587,31.50557451,0,1.447368421,Accdient
188,5,17.11837218,15.21878749,0,-2.363636364,Accdient
189,4,11.89868633,31.50557451,0.452830189,1.030567686,No
189,5,29.30704651,15.21878749,0.549618321,-2.829268293,Accdient
190,4,11.89868633,31.50557451,0.394366197,0.823529412,No
190,5,29.30704651,15.21878749,0.474576271,-3.368421053,Accdient
191,4,11.89868633,25.50185817,0.359550562,0.348039216,No
191,5,29.30704651,5.072929163,0.430493274,-2.1,Accdient
192,4,11.89868633,25.50185817,0.336448598,0.274509804,No
192,5,29.30704651,5.072929163,0.401486989,-2.511627907,Accdient
193,4,11.89868633,25.50185817,0.32,0.225490196,No
193,5,29.30704651,5.072929163,0.380952381,-3.083333333,Accdient
194,4,10.57096146,107.3556364,0.176470588,3.561510353,No
194,5,26.16018504,7.555117908,0.209302326,-5.803921569,Accdient
195,4,10.57096146,107.3556364,0.160220994,3.155339806,Accdient
195,5,26.16018504,7.555117908,0.189542484,-10.33333333,Accdient
196,4,10.57096146,107.3556364,0.148325359,2.886198547,Accdient
196,5,26.16018504,7.555117908,0.175141243,-36,Accdient
197,4,10.57096146,110.7852121,0.139240506,2.600770218,Accdient
197,5,26.16018504,14.80833852,0.164179104,26.46153846,Accdient
198,4,10.57096146,110.7852121,0.132075472,2.340436867,Accdient
198,5,26.16018504,14.80833852,0.155555556,12.08196721,Accdient
199,4,8.037163065,110.7852121,-0.096345515,2.155737705,Accdient
199,5,25.69452834,14.80833852,0.101036269,8.1875,Accdient
200,4,8.037163065,36.92840405,-0.097922849,-0.012152097,No
200,5,25.69452834,13.7911299,0.093210587,5.319444444,Accdient
201,4,8.037163065,36.92840405,-0.09919571,-0.046111493,No
201,5,25.69452834,13.7911299,0.086956522,4.213541667,Accdient
202,4,8.037163065,36.92840405,-0.100244499,-0.072677093,Accdient
202,5,25.69452834,13.7911299,0.081843838,3.55,Accdient
203,4,8.037163065,72.30946802,-0.101123596,0.796095445,No
203,5,25.69452834,8.367020791,0.077586207,1.486486486,Accdient
204,4,14.14547393,72.30946802,0.555555556,0.749696233,No
204,5,37.70322773,8.367020791,0.572642968,1.272727273,Accdient
205,4,14.14547393,72.30946802,0.541284404,0.712021136,No
205,5,37.70322773,8.367020791,0.554621849,1.117647059,Accdient
206,4,14.14547393,120.2481389,0.529411765,1.758891727,Accdient
206,5,37.70322773,31.32277181,0.539692702,6.327272727,Accdient
207,4,14.14547393,120.2481389,0.519379845,1.682753726,Accdient
207,5,37.70322773,31.32277181,0.527122642,5.711340206,Accdient
208,4,14.14547393,120.2481389,0.510791367,1.620087336,Accdient
208,5,37.70322773,31.32277181,0.516393443,5.255605381,Accdient
209,4,14.48803056,130.082713,0.494071146,1.747813411,Accdient
209,5,34.72082334,27.74466631,0.378378378,4,Accdient
210,4,14.48803056,130.082713,0.479951397,1.673477511,No
210,5,34.72082334,27.74466631,0.36565097,3.665551839,Accdient
211,4,14.48803056,130.082713,0.467869222,1.611395179,No
211,5,34.72082334,27.74466631,0.354755784,3.40652819,Accdient
212,4,14.48803056,88.36090433,0.457413249,0.724913687,No
212,5,34.72082334,12.23909764,0.345323741,0.857519789,No
213,4,14.48803056,88.36090433,0.448275862,0.688834154,No
213,5,34.72082334,12.23909764,0.337078652,0.77672209,No
214,4,13.96736205,88.36090433,0.333333333,0.658007422,No
214,5,39.70165273,12.23909764,0.518248175,0.710583153,No
215,4,13.96736205,74.45363478,0.323353293,0.3694043,No
215,5,39.70165273,7.849676705,0.504863813,-0.034165572,No
216,4,13.96736205,74.45363478,0.314606742,0.347993764,No
216,5,39.70165273,7.849676705,0.493163172,-0.06102719,No
217,4,13.96736205,74.45363478,0.306878307,0.329341317,No
217,5,39.70165273,7.849676705,0.482847341,-0.083892617,No
218,4,13.96736205,63.67289532,0.3,0.117245836,No
218,5,39.70165273,23.76154184,0.473684211,1.922325103,No
219,4,14.31355738,63.67289532,0.389671362,0.104517869,No
219,5,30.64228755,23.76154184,0.126331811,1.847619048,No
220,4,14.31355738,63.67289532,0.380530973,0.093249428,No
220,5,30.64228755,23.76154184,0.11988514,1.783244681,No
221,4,14.31355738,66.22429844,0.372384937,0.134251497,No
221,5,30.64228755,-43.63076074,0.114130435,-6.209371043,No
222,4,14.31355738,66.22429844,0.365079365,0.124405705,No
222,5,30.64228755,-43.63076074,0.10896196,-6.214746172,No
223,4,14.31355738,66.22429844,0.358490566,0.115582743,No
223,5,30.64228755,-43.63076074,0.104294479,-6.219653179,No
224,4,13.5556786,108.3047887,0.254211332,0.808035714,No
224,5,46.38472279,2.359944133,0.680649526,-0.756457565,No
225,4,13.5556786,108.3047887,0.247697528,0.792380219,No
225,5,46.38472279,2.359944133,0.669354839,-0.755752212,No
226,4,13.5556786,108.3047887,0.241808952,0.778265642,No
226,5,46.38472279,2.359944133,0.659174072,-0.755102041,No
227,4,13.5556786,132.2465792,0.236459709,1.151178918,No
227,5,46.38472279,6.587549421,0.649950183,-0.262985952,No
228,4,13.5556786,132.2465792,0.231578947,1.131136738,No
